zip,2018-07
53045,343400
53051,276300
53066,310700
53072,299100
53074,220500
53090,205800
53092,377000.00
53095,204600
53132,250900
53144,164800
53151,258700
53172,146600
53188,219800
53189,306000.00
53202,279800
53207,175800
53209,85400
53211,303800
53213,234500
53214,136700
53217,369100
53219,137900
53220,167200
53221,148100
53222,145700
53223,144600
53225,120000.0
53226,225600
53227,145500
53562,292100
53575,249100
53590,262500
53593,369500
53704,217600
53711,279000.00
53714,210600
53718,248200
55016,249400
55024,246300
55025,247900
55033,233500
55038,206600
55044,338800
55068,289600
55075,208000.00
55076,218100
55082,312500
55102,231200
55104,208200
55105,347700
55106,181600
55107,183300
55109,227600
55110,266900
55112,262800
55113,264400
55116,340300
55117,182400
55119,212100
55122,247600
55123,326000.00
55124,259400
55125,292200
55126,290200
55128,226800
55129,380100
55304,307400
55305,349500
55306,282500
55316,244000.00
55331,517500
55337,243300
55343,
55344,238100
55345,346800
55346,339100
55347,404000.00
55369,292200
55372,319900
55374,343800
55378,302500
55379,239900
55401,355900
55406,252900
55407,254100
55409,320800
55411,164200
55412,163700
55416,337300
55417,262900
55418,249000.00
55419,
55420,240100
55421,217600
55422,235600
55423,249400
55424,580200
55426,258900
55427,259600
55428,222500
55429,208700
55430,187000.00
55431,287900
55433,227100
55434,229400
55435,180000.0
55437,308300
55441,338900
55442,338400
55443,273800
55444,241800
55447,373700
55448,239600
55449,307800
60002,204800
60008,203300
60010,431900
60013,205900
60014,206200
60015,459500
60018,266000.00
60020,115300
60026,576100
60030,206600
60031,209400
60035,
60042,165100
60046,196600
60047,408500
60048,394400
60050,175800
60051,169500
60053,290300
60056,288600
60060,230600
60061,303600
60062,418700
60067,
60068,370100
60073,152700
60076,312800
60077,256000.00
60085,115800
60087,150300
60089,287700
60090,200200
60097,132700
60098,183600
60099,129000.00
60101,243700
60102,227500
60103,252000.00
60104,127200
60106,
60107,194800
60110,170500
60115,132500
60118,203800
60120,174900
60123,191400
60124,306000.00
60126,413200
60131,204200
60133,199000.00
60134,335600
60137,395500
60139,191500
60140,215500
60142,258900
60148,247400
60152,
60154,237900
60156,215100
60164,191700
60169,222900
60174,248300
60175,383700
60177,214500
60178,176600
60181,216900
60185,243500
60187,311000.00
60188,241600
60189,358500
60191,216500
60192,333500
60193,218800
60302,262600
60402,209900
60403,162800
60404,227500
60417,167600
60422,184700
60423,312800
60429,103600
60430,134500
60431,210800
60435,149900
60439,334600
60440,191600
60441,191300
60442,225100
60443,163100
60445,122100
60446,172600
60451,282700
60452,190700
60455,192000.00
60459,190100
60462,228900
60463,272000.00
60465,173400
60467,299400
60473,161500
60477,179900
60478,96000.0
60487,234600
60490,303400
60491,312800
60504,208900
60505,137900
60506,186700
60510,264500
60513,233900
60515,335500
60516,318000.00
60525,301300
60526,334200
60538,202300
60540,399500
60542,236000.00
60543,262700
60544,223500
60545,173000.00
60554,253400
60558,555500
60559,289400
60561,303000.00
60564,417000.00
60565,353700
60585,325300
60586,229100
60605,363800
60607,417000.00
60608,291100
60611,426100
60616,299200
60617,103600
60618,374500
60625,288700
60629,164200
60630,287400
60631,334800
60632,184200
60638,205300
60641,290800
60642,463600
60646,397500
60652,173500
60654,442900
60655,247800
60657,414100
60660,247300
60661,425100
60706,266300
60707,230300
60714,280100
60804,176000.00
60805,189300
62034,210400
62035,124700
62062,216000.00
62208,114200
62220,89100
62221,163800
62223,117700
62234,109300
62294,178300
63005,539100
63010,163700
63011,304600
63012,167300
63017,349100
63020,
63026,199700
63028,181400
63034,187900
63043,173500
63049,169100
63051,158600
63052,208300
63090,164900
63108,278500
63109,175600
63110,159000.00
63116,120100
63117,243800
63119,226700
63122,314800
63123,150900
63125,130700
63126,204000.00
63128,251000.00
63129,207600
63131,545000.00
63139,151300
63141,441000.00
63143,175400
63146,205200
63301,185300
63303,224500
63304,238500
63366,204100
63367,233100
63368,237600
63376,200600
63379,
63385,226500
64012,162300
64014,172500
64024,146500
64029,
64034,242200
64055,139600
64057,168200
64060,253100
64063,182300
64064,279500
64068,193800
64078,194200
64079,276300
64080,211300
64082,319100
64083,225500
64089,235500
64111,234000.00
64113,416300
64114,186600
64118,156000.00
64119,163700
64133,117700
64151,224500
64155,207100
64157,267700
64701,141800
66062,267200
66106,128900
66109,208000.00
66208,294200
66213,359600
67037,164700
67060,122800
67203,115800
67205,233400
67206,235900
67207,147600
67208,147600
67209,161100
67217,95500
67218,100400
67220,153000.00
67226,203800
67230,285500
67235,228600
68005,135200
68008,175200
68028,267000.00
68046,254100
68123,203900
68128,203000.00
68133,257700
68136,248500
68138,162800
68147,134300
70001,228300
70003,206500
70005,275900
70043,146100
70053,152600
70056,159100
70065,169600
70070,238100
70072,133100
70094,
70115,370100
70118,316300
70121,192300
70123,229700
70124,443600
70131,176800
70420,193400
70433,254900
70435,207600
70447,278100
70448,238000.00
70458,159500
70460,138600
70461,216100
70471,280500
70726,162900
70739,170200
70785,182800
70791,206800
70808,291300
70809,210200
70810,259300
70815,159900
70816,159200
70817,200400
70820,167300
71909,145100
72002,164500
72015,139800
72019,184000.00
72022,166600
72032,135500
72058,145800
72076,96600
72113,214300
72116,156600
72173,133900
72205,146400
72210,174400
72211,186300
72212,287200
72223,314000.00
72227,172300
73003,160000.0
73008,115600
73012,213900
73013,197800
73020,196200
73025,323900
73045,145400
73064,158800
73069,136800
73071,146000.00
73072,187200
73078,213800
73099,167200
73107,112100
73109,60300
73110,77400
73112,124700
73118,172000.00
73120,154100
73122,121200
73130,152400
73132,150200
73135,132600
73139,120800
73159,110700
73160,140500
73162,159000.00
73170,175900
74014,166000.00
74055,192000.00
75002,290600
75006,243100
75007,272800
75009,369500
75010,326200
75013,404600
75019,378400
75022,441000.00
75023,300700
75024,400600
75025,329100
75028,346500
75033,411200
75034,407600
75035,357500
75043,197700
75044,243300
75048,299700
75052,205300
75054,327800
75056,296700
75060,183700
75063,337300
75065,254000.00
75067,242900
75068,282900
75070,320400
75071,316400
75074,253800
75075,302000.00
75077,302300
75078,403600
75080,323600
75081,268400
75082,340300
75087,296200
75089,252800
75093,400900
75094,367800
75098,263000.00
75104,205000.00
75115,223600
75126,230700
75137,182700
75154,233400
75165,218800
75181,213600
75189,240100
75204,379600
75206,443900
75208,361800
75214,510700
75218,372100
75219,300400
75228,208800
75229,431500
75230,574100
75234,247100
75238,394100
75243,272400
75248,428800
75249,207200
75409,231900
75454,271100
76001,217800
76002,236700
76008,366300
76012,252800
76013,204600
76016,203700
76017,218500
76020,196100
76021,263500
76028,224400
76033,151100
76036,200000
76039,236500
76040,216700
76051,350300
76052,242100
76053,202900
76054,285000.00
76063,270900
76086,156400
76087,274600
76088,271400
76092,587900
76108,182200
76118,218400
76120,174100
76123,200600
76126,250500
76131,232800
76137,214600
76148,176900
76177,262900
76179,221300
76180,219300
76182,256000.00
76208,272300
76209,218800
76210,259500
76226,397000.00
76227,248000.00
76244,254400
76247,262800
76248,404100
76262,365100
77003,298900
77006,413100
77007,401100
77014,167100
77018,406100
77043,334700
77044,214500
77059,289700
77062,231200
77064,175400
77095,215800
77303,177100
77304,213000.00
77316,314500
77338,151000.00
77346,209500
77354,322000.00
77355,262600
77356,244200
77365,223300
77373,166500
77375,195400
77377,250000.0
77381,368800
77382,337600
77384,282400
77385,214200
77386,242000.00
77388,194400
77389,292600
77396,203800
77406,280900
77429,240100
77433,255200
77441,416500
77449,179300
77450,253000.00
77459,293700
77469,249000.00
77471,194000.00
77479,350600
77493,216400
77494,329700
77505,235900
77521,189000.00
77523,241400
77532,205500
77536,210300
77545,203500
77546,254500
77566,227400
77571,178300
77573,262400
77578,224800
77581,236400
77583,256800
77584,253600
77586,252700
78015,386100
78023,302600
78070,357500
78108,237900
78109,178300
78130,227600
78132,380200
78148,189900
78154,213700
78155,184700
78163,388200
78217,161800
78232,257100
78233,169600
78238,168900
78239,159100
78240,185900
78244,158300
78245,187800
78247,194100
78248,355600
78249,215500
78250,174800
78251,193600
78252,175700
78253,247200
78254,208300
78255,333400
78258,336800
78259,271100
78260,338000.00
78261,271500
78602,235500
78610,258300
78613,296500
78620,422500
78621,190200
78626,242300
78628,311000.00
78634,232200
78640,221800
78641,256300
78642,322700
78653,199600
78660,246600
78664,230000.0
78665,278200
78681,301600
78717,327500
78723,376100
78727,300700
78728,280900
78729,294500
78732,482700
78737,446600
78738,498500
78739,458800
78745,304900
78747,240900
78748,283300
78749,364600
78750,333600
78753,257300
78754,245600
78757,403800
78759,422000.00
79912,198600
79924,108700
79925,126700
79928,153600
79936,134600
79938,149700
80002,372800
80003,369200
80004,410400
80005,
80007,558900
80010,288100
80011,295400
80012,
80013,337400
80014,287600
80015,374100
80016,505400
80017,282500
80018,404400
80020,392400
80021,376800
80022,341200
80023,551100
80030,315900
80031,352100
80033,417000.00
80104,393600
80107,476600
80108,647500
80110,357100
80111,558500
80112,422400
80113,461500
80120,413300
80121,465700
80122,428900
80123,375000.00
80124,491400
80125,455000.00
80126,500100
80127,449300
80128,383900
80129,450700
80130,489800
80132,496100
80138,479600
80202,526100
80203,320900
80204,380500
80205,463900
80206,602800
80207,426400
80209,685200
80210,652000.00
80211,552900
80212,574600
80214,367800
80215,433800
80216,260100
80218,375100
80219,302200
80220,474800
80221,332000.00
80222,408900
80223,338700
80224,401300
80226,369700
80227,362000.00
80228,439400
80229,287300
80230,608800
80231,281500
80232,353800
80233,333500
80234,354900
80236,372500
80237,367700
80238,548300
80239,303000.00
80241,361100
80247,224700
80249,328600
80260,282000.00
80401,532200
80403,549000.00
80421,366800
80433,528200
80439,585900
80465,469800
80601,329700
80602,427400
80640,355000.00
80817,242100
80831,336000.00
80863,346000.00
80903,279900
80904,272500
80906,301300
80907,269700
80908,457600
80909,229000.00
80910,210600
80911,245100
80915,239000.00
80916,223500
80917,253400
80918,276800
80919,376100
80920,343800
80921,432100
80922,287400
80923,305000.00
80924,448700
80925,297700
83605,192900
83607,204700
83616,457100
83617,208700
83634,241700
83642,279400
83644,226800
83646,300500
83651,181500
83669,317300
83686,214100
83687,212000.00
83702,361200
83703,295000.00
83704,234100
83705,223700
83706,280400
83709,266400
83713,252700
83714,272600
84003,
84005,
84009,372400
84020,433200
84043,
84044,259300
84045,
84047,292300
84057,
84062,
84065,382000.00
84070,330200
84081,307900
84084,287100
84088,324700
84092,472100
84093,416700
84094,342600
84095,426100
84096,379100
84097,
84104,232900
84105,431400
84106,370800
84109,477200
84115,279600
84116,262900
84118,264300
84119,254300
84120,283300
84121,416500
84123,263600
84124,479100
84128,293000.00
84129,297600
84302,205700
84337,219800
84651,
84655,
84660,
84663,
85009,143500
85014,260400
85016,305700
85022,287100
85023,254700
85024,263700
85027,210300
85028,374200
85029,186300
85031,164900
85032,260100
85033,169500
85037,197200
85041,202300
85042,229300
85043,196600
85044,298300
85048,321700
85050,333000.00
85051,195300
85053,211300
85054,342900
85083,347600
85085,347400
85086,319500
85087,
85118,280300
85119,200700
85120,192500
85122,175000.00
85123,131300
85128,153800
85132,173300
85138,203100
85139,195100
85140,232500
85142,287500
85143,205200
85194,249400
85203,242900
85204,218300
85205,209200
85206,217400
85207,323500
85208,218800
85209,251900
85210,
85213,313100
85215,292100
85224,255400
85225,254000.00
85233,287700
85234,311100
85248,324400
85249,382700
85251,275700
85253,1221900
85254,442700
85255,634600
85257,314800
85258,437200
85259,595500
85260,361500
85262,758000.00
85266,660700
85268,357400
85282,267000.00
85283,262200
85284,422500
85286,360800
85295,306100
85296,306600
85297,319100
85301,146400
85302,
85303,196700
85304,230600
85305,257300
85306,238900
85307,201600
85308,279200
85310,301600
85326,211600
85331,443200
85335,195800
85338,249100
85339,233600
85340,299900
85345,205900
85351,151900
85353,215300
85355,294500
85373,214800
85374,233300
85375,227300
85378,212800
85379,246000.00
85381,262700
85382,271700
85387,291300
85388,244000.00
85390,301400
85392,241700
85395,321300
85614,160500
85622,179600
85629,206100
85641,247300
85658,339500
85704,244000.00
85705,
85706,131600
85710,
85711,158600
85712,161200
85713,135500
85715,235400
85716,201100
85718,419900
85730,164200
85737,296700
85739,306000.00
85741,183800
85742,215000.00
85743,233600
85745,220700
85746,155200
85747,203200
85748,222000.00
85749,377700
85755,299600
85756,172200
85757,185100
87110,193900
87114,212000.00
87120,203000.00
87124,200300
87144,195100
89012,335600
89014,290500
89015,247200
89027,223200
89030,169000.00
89031,251400
89032,233600
89052,388600
89074,295000.00
89081,256600
89084,
89104,218700
89107,193200
89108,209300
89113,274100
89117,329000.00
89118,209600
89120,227100
89121,200800
89122,219300
89123,304200
89129,276200
89130,269100
89131,333700
89134,311400
89135,422100
89138,
89141,318400
89142,208000.00
89143,292800
89144,321700
89145,247100
89147,258300
89149,272400
89178,287500
89183,256900
90001,382500
90002,360400
90003,
90008,846700
90016,689500
90018,
90019,980100
90022,449000.00
90025,914400
90032,596400
90035,1475400
90036,1709100
90039,955900
90042,653300
90043,596300
90044,417800
90045,
90047,470200
90048,1625600
90059,361100
90062,524400
90064,1549000.000
90065,858400
90066,1302700
90068,
90069,1229400
90220,391500
90221,378400
90222,370600
90240,605000.00
90241,556700
90242,501200
90245,1045700
90247,496900
90249,544900
90250,674800
90254,1660900
90255,400400
90260,557400
90262,
90266,2355600
90274,1635700
90275,1242000.000
90277,1207400
90278,1030500
90280,436000.00
90291,1969100
90292,1115700
90293,727600
90403,1431700
90501,623500
90503,870300
90504,723000.00
90505,864200
90601,520100
90603,584600
90604,525600
90605,530800
90606,488100
90620,575300
90621,565000.00
90630,636100
90631,544000.00
90638,588500
90640,476000.00
90650,464400
90660,473900
90670,536800
90680,436700
90703,702000.00
90710,535100
90712,575400
90713,
90715,521800
90717,612900
90720,908100
90723,364200
90731,605100
90732,547700
90740,912300
90745,
90746,547800
90755,531400
90803,784100
90805,440400
90806,535000.00
90807,608800
90808,684700
90810,446100
90815,698700
91001,816300
91007,
91010,460800
91011,1740100
91016,
91040,612200
91042,612300
91101,647400
91104,843600
91105,1196900
91107,920300
91108,1986600
91214,831400
91301,869500
91302,1568300
91303,472700
91304,663500
91306,568200
91307,657700
91311,
91320,680400
91321,407900
91324,625500
91325,613400
91326,760000.0
91331,459300
91335,522000.00
91340,476200
91342,488800
91343,
91344,638900
91345,537200
91350,541400
91351,480300
91352,547700
91354,553200
91355,506600
91360,661600
91362,815600
91364,891800
91367,680200
91377,752500
91384,530800
91387,548600
91390,593400
91401,
91402,498100
91405,531200
91406,577600
91423,1086900
91436,1516700
91504,839500
91505,803600
91506,796100
91602,826400
91604,1285600
91605,571500
91606,634200
91701,
91702,445800
91706,438500
91708,499100
91709,610700
91710,473600
91711,627700
91722,481000.00
91724,583500
91730,440000.0
91732,521000.00
91737,565800
91739,641200
91740,519400
91741,683000.00
91744,458300
91745,615700
91746,485900
91748,572300
91750,641300
91752,498900
91754,631600
91755,565100
91763,423600
91764,396300
91765,676800
91766,413600
91767,443000.00
91768,411500
91770,563500
91773,593300
91775,908900
91776,658200
91780,815000.00
91784,652500
91786,428600
91789,720500
91790,546900
91791,615800
91792,498300
91801,604600
91803,672300
91901,592400
91902,690400
91910,484100
91911,460600
91913,521400
91914,656400
91915,496700
91932,606300
91941,610700
91942,494900
91945,
91977,448900
92008,
92009,846700
92010,758000.00
92011,
92014,1740000.00
92019,487900
92021,471900
92024,1021200
92025,508300
92026,500200
92027,479600
92028,555000.00
92029,677200
92037,1171400
92040,491000.00
92054,642300
92056,550400
92057,465900
92058,423200
92064,665700
92065,520600
92069,589000.00
92071,479400
92075,1427700
92078,
92081,554500
92082,596600
92083,475900
92084,526700
92101,562500
92102,432400
92103,628100
92104,572400
92105,372200
92107,779300
92108,367100
92109,874900
92110,451200
92111,558600
92113,397400
92114,443500
92115,471900
92116,526800
92117,641400
92118,1620800
92119,561300
92120,609900
92123,
92124,636900
92126,567200
92127,845200
92128,609600
92129,747900
92130,1038000.000
92131,766400
92201,266100
92210,674800
92211,320700
92220,247200
92223,328100
92234,285500
92236,245200
92240,199300
92253,443300
92260,343000.00
92262,380400
92264,344900
92277,115000.00
92284,207500
92301,214900
92307,255700
92308,222700
92311,132200
92313,
92314,271000.00
92315,353500
92316,340500
92324,287400
92325,215800
92335,346000.00
92336,445900
92337,388100
92344,311700
92345,258500
92346,321500
92354,392900
92371,301100
92373,479200
92374,365200
92376,338600
92392,261700
92394,247400
92395,216600
92399,387400
92404,272400
92405,251700
92407,329000.00
92410,227200
92411,233300
92501,
92503,390100
92504,366800
92505,384000.00
92506,439100
92507,322300
92508,486400
92509,390500
92530,336500
92532,389100
92543,210500
92544,260900
92545,
92551,
92553,304000.00
92555,367600
92557,330600
92562,414100
92563,425600
92570,350500
92571,310500
92582,300600
92583,258500
92584,
92585,344100
92586,244600
92587,385700
92591,441800
92592,466200
92595,408000.00
92596,413700
92602,1037400
92604,743000.00
92606,753700
92612,698500
92614,827900
92618,890000.0
92620,923300
92626,800800
92629,1021900
92630,693200
92637,334900
92646,688400
92647,746900
92648,926200
92649,809800
92651,1976100
92653,773100
92656,567700
92660,1866000.000
92672,924000.00
92673,932100
92677,800500
92679,1006000.000
92683,656100
92688,570700
92691,660500
92692,754300
92694,770700
92703,447900
92705,977500
92706,650500
92707,476200
92708,749500
92801,539500
92802,534700
92805,527000.00
92806,611300
92807,703600
92808,707400
92821,684100
92831,630800
92832,562800
92833,584400
92835,763900
92840,563600
92841,618000.00
92845,662600
92860,561600
92865,690600
92867,723300
92869,696000.00
92870,628900
92879,430900
92880,551900
92881,550200
92882,470500
92883,506700
92886,780400
92887,781200
93001,
93003,523100
93004,
93010,638200
93012,582100
93015,431300
93021,635700
93023,687900
93030,549700
93033,440500
93035,
93036,513400
93041,376600
93060,435800
93063,551900
93065,575200
93215,199200
93263,282200
93304,156800
93305,
93307,178700
93308,189100
93309,193300
93311,306900
93312,275600
93313,245900
93314,351700
93534,232900
93535,246200
93536,341300
93543,291000.00
93550,265000.00
93551,388900
93552,305900
93555,187500
93561,278500
93611,322700
93612,219100
93619,
93630,245600
93631,269000.00
93654,
93662,214100
93702,148800
93703,184100
93704,240000.0
93705,192500
93710,257000.00
93711,353100
93722,253900
93723,373700
93726,203800
93727,279500
93728,173000.00
93730,448400
94002,1719500
94010,2751500
94014,932900
94015,1016600
94019,1088400
94024,3246200
94025,2274900
94043,1612000.000
94044,1067700
94061,1519700
94066,1143800
94070,1812000.000
94080,1015400
94085,1374200
94086,1476700
94087,2018100
94105,1178900
94107,1158400
94110,1423000.000
94112,1114300
94114,1698200
94115,1714200
94116,1462200
94118,2005400
94122,1415100
94124,950800
94127,1602100
94131,1517300
94132,1271000.000
94134,929200
94306,2594200
94401,957800
94402,2075100
94403,1467200
94404,1380700
94501,962900
94502,1000400
94506,1341700
94507,1620900
94513,584100
94517,728500
94518,657800
94519,594200
94520,448000.00
94523,738400
94530,916400
94531,499000.00
94536,
94538,986900
94539,1457500
94541,568400
94542,981900
94544,643600
94545,721600
94546,831900
94547,578600
94549,1457300
94550,862300
94551,725100
94552,1048400
94553,566700
94555,1151100
94556,1044900
94560,
94561,475600
94563,1419400
94564,531500
94565,432500
94566,1250200
94568,861800
94577,652800
94578,652000.00
94579,662500
94580,678600
94582,1135100
94583,958300
94587,920600
94588,
94595,
94596,842800
94597,
94598,957400
94601,573200
94602,926900
94603,479100
94605,647300
94609,988800
94611,1182700
94621,416800
94801,409600
94804,483900
94904,1600600
94941,1572500
94945,800300
94947,707000.00
94949,1017500
95008,1296100
95014,2276300
95020,773400
95023,584000.00
95032,2136200
95035,1081600
95037,947800
95050,1211700
95070,2677700
95110,840300
95111,771200
95112,880800
95116,679100
95118,1175700
95120,1612700
95121,954800
95122,744800
95123,960100
95124,1312700
95125,1327700
95126,1090500
95127,817900
95128,1108100
95129,2020700
95131,1087700
95132,1142200
95136,982600
95138,1169600
95148,969500
95203,222700
95204,252400
95205,189900
95206,282400
95207,261000.00
95209,358400
95210,262700
95212,363800
95219,376500
95240,297400
95242,378000.00
95320,381600
95330,415900
95336,364400
95337,436800
95366,447100
95376,428300
95377,512900
95391,629600
95602,471600
95603,444300
95608,392800
95610,333600
95616,577000.00
95618,590900
95621,306300
95624,430900
95628,430400
95630,517500
95632,345600
95648,453000.00
95660,242000.00
95661,483000.00
95662,373100
95667,404100
95670,322200
95673,285200
95677,477200
95678,374600
95682,489900
95691,364500
95695,231200
95713,357500
95726,315200
95742,446700
95746,720800
95747,465000.00
95757,481000.00
95758,383300
95765,536000.00
95815,219200
95816,582300
95817,330000.0
95818,
95819,553800
95820,265600
95821,329600
95822,254100
95823,276500
95824,220900
95826,316500
95827,313400
95828,296500
95829,401700
95831,422400
95832,265800
95833,304200
95838,230300
95842,263100
95843,345600
95864,478500
96150,473300
97003,338100
97005,324600
97006,382900
97007,399800
97008,414700
97013,391600
97015,413700
97023,296100
97027,343500
97030,294400
97034,803700
97035,449700
97038,326200
97045,412500
97051,279600
97055,341400
97060,329000.00
97062,431500
97068,532800
97070,457100
97078,344800
97080,359500
97086,488000.00
97089,429100
97113,347000.00
97116,343200
97123,362300
97124,393600
97128,306700
97132,358300
97140,410300
97202,508000.00
97203,366100
97206,368200
97209,437900
97210,528700
97211,495800
97212,629000.00
97213,471700
97214,554000.00
97215,543300
97216,340800
97217,420800
97218,377700
97219,478000.00
97220,318000.00
97221,
97222,335800
97223,405800
97224,416100
97225,502000.00
97229,528400
97230,318300
97233,283100
97236,317200
97239,529400
97266,304000.00
97267,391500
98001,390300
98003,320600
98004,1507700
98006,975600
98008,841600
98012,582300
98020,716500
98021,639100
98022,352800
98023,379700
98026,547900
98027,716900
98028,680000.0
98029,633100
98030,382100
98032,338900
98033,1065000.000
98034,636900
98036,486100
98037,478300
98038,456400
98040,1457600
98042,410400
98043,421000.00
98052,759900
98053,896400
98057,338700
98058,436100
98059,584200
98065,647500
98072,699400
98074,895400
98075,1003800
98087,453300
98092,408000.00
98101,619200
98103,756800
98106,521200
98107,791900
98112,1153800
98117,784200
98118,604700
98121,615400
98122,742900
98125,646500
98126,587200
98133,562400
98136,693700
98144,698400
98155,561600
98166,588900
98168,376900
98177,812800
98178,449400
98188,329900
98198,359700
98199,909300
98201,320100
98203,356400
98204,290100
98208,439200
98223,386600
98252,331100
98258,390900
98270,369700
98271,358100
98272,436100
98275,565700
98290,
98292,404500
98296,629300
98321,410400
98327,352600
98328,302200
98329,311700
98332,492400
98335,483100
98338,358000.00
98360,327100
98371,337100
98372,351400
98373,325100
98374,340600
98375,325200
98387,295100
98390,362900
98391,391300
98404,252300
98405,287700
98406,341800
98407,382400
98408,262600
98409,229100
98418,240200
98422,394800
98424,356100
98444,255100
98445,275400
98446,303500
98466,353400
98467,447900
98498,319600
98499,256800
98604,376900
98606,504500
98607,498500
98629,482900
98642,401100
98661,293200
98663,298700
98664,291900
98665,314200
98671,410500
98682,319200
98683,355700
98684,307600
98685,391400
99016,273200
99019,348100
99026,392300
99037,270100
99202,145700
99203,285400
99205,170600
99206,239700
99207,141900
99208,248800
99212,196300
99216,226600
99217,180700
99218,243900
99223,247800
99224,352100